Permit Number,Latitude,Longitude,Crop(s),AF_Acre,ReportYear
MS-GW-44154,33.9983,-90.4072,Soybeans,0.766222222,2015
MS-GW-44154,33.9983,-90.4072,Rice,1.99,2016
MS-GW-44154,33.9983,-90.4072,Rice,1.61,2017
MS-GW-44175,33.8064,-90.815,Soybeans,0.338926839,2014
MS-GW-44175,33.8064,-90.815,Soybeans,0.705708491,2015
MS-GW-44175,33.8064,-90.815,Rice,1.91,2016
MS-GW-44175,33.8064,-90.815,Soybeans,0.58,2018
MS-GW-44175,33.8064,-90.815,Rice,0.058195233,2019
MS-GW-44184,33.6342,-90.6969,Soybeans,0.9,2018
MS-GW-44184,33.6342,-90.6969,Soybeans,0.1252375,2019
MS-GW-44184,32.9653,-90.8764,Corn,0.000833333,2017
MS-GW-44185,33.3542,-90.8339,Corn,0.6628625,2015
MS-GW-44185,33.3542,-90.8339,Soybeans,0.66,2016
MS-GW-44185,33.3542,-90.8339,Corn,0.16,2017
MS-GW-44185,33.3542,-90.8339,Soybeans,0.86,2018
MS-GW-44185,33.3467,-90.8342,Corn,0.843714286,2015
MS-GW-44185,33.3467,-90.8342,Soybeans,0.73,2016
MS-GW-44191,33.3467,-90.8342,Corn,0.33,2017
MS-GW-44204,33.3467,-90.8342,Soybeans,0.85,2018
MS-GW-44204,33.3706,-91.0156,Soybeans,1.298548387,2015
MS-GW-44204,33.3706,-91.0156,Soybeans,0.68,2016
MS-GW-44204,33.3706,-91.0156,Soybeans,0.39,2018
MS-GW-44212,33.3706,-91.0156,Corn,0.463975309,2019
MS-GW-44212,33.3769,-90.9919,Soybeans,0.468340517,2015
MS-GW-44213,33.3769,-90.9919,Soybeans,0.47,2016
MS-GW-44213,33.3769,-90.9919,Soybeans,0.38,2017
MS-GW-44213,33.3769,-90.9919,Soybeans,0.38,2018
MS-GW-44214,33.3769,-90.9919,Soybeans,0.522406504,2019
MS-GW-44214,33.3903,-90.6233,Soybeans,1.160683333,2015
MS-GW-44215,33.3903,-90.6233,Corn,0.81,2016
MS-GW-44215,33.3903,-90.6233,Soybeans,0.49,2017
MS-GW-44215,33.3903,-90.6233,Soybeans,0.79,2018
MS-GW-44230,33.3903,-90.6233,Soybeans,0.509533333,2019
MS-GW-44230,33.8606,-90.9289,Soybeans,2.45,2018
MS-GW-44230,33.8606,-90.9289,Corn,0.759258333,2019
MS-GW-44230,33.6017,-90.5794,Soybeans,0.680431548,2014
MS-GW-44230,33.6017,-90.5794,Soybeans,1.1640625,2015
MS-GW-44232,33.6017,-90.5794,Soybeans,0.65,2016
MS-GW-44232,33.6017,-90.5794,Soybeans,0.82,2017
MS-GW-44233,33.6017,-90.5794,Soybeans,0.98,2018
MS-GW-44233,33.6017,-90.5794,Soybeans,0.315346667,2019
MS-GW-44233,34.0044,-90.5044,Cotton,0.141375779,2019
MS-GW-44233,33.7089,-90.8147,Soybeans,1.89,2016
MS-GW-44233,33.7089,-90.8147,Soybeans,0.85,2017
MS-GW-44239,33.7089,-90.8147,Soybeans,0.81,2018
MS-GW-44239,33.7089,-90.8147,Soybeans,0.838807692,2019
MS-GW-44239,32.9114,-90.6142,Corn,0.283106858,2014
MS-GW-44239,32.9114,-90.6142,Cotton,1.96,2018
MS-GW-44240,32.9081,-90.6203,Corn,0.355645437,2014
MS-GW-44240,32.9081,-90.6203,Cotton,0.01,2018
MS-GW-44240,32.9022,-90.6267,Corn,0.300963033,2014
MS-GW-44240,32.9022,-90.6267,Cotton,0.03,2018
MS-GW-44241,32.8969,-90.6306,Corn,0.167481653,2014
MS-GW-44241,32.8969,-90.6306,Cotton,0.39,2018
MS-GW-44241,33.4942,-90.7397,Corn,0.573232877,2014
MS-GW-44241,33.4942,-90.7397,Soybeans,1.11839726,2015
MS-GW-44242,33.4942,-90.7397,Soybeans,0.49,2016
MS-GW-44242,33.4942,-90.7397,Corn,0.57,2017
MS-GW-44242,33.4942,-90.7397,Cotton,0.29,2018
MS-GW-44242,33.4942,-90.7397,Corn,0.526133333,2019
MS-GW-44244,33.88833,-90.509722,Rice,1.830769231,2019
MS-GW-44244,34.2619,-90.3875,Corn,0.97,2016
MS-GW-44244,34.2619,-90.3875,Cotton,0.64,2017
MS-GW-44244,34.2619,-90.3875,Cotton,0.19,2018
MS-GW-44244,34.2619,-90.3875,Cotton,0.287361021,2019
MS-GW-44250,32.7628,-90.5147,Corn,0.168814229,2014
MS-GW-44254,32.7628,-90.5147,Corn,0.427031621,2015
MS-GW-44254,32.7628,-90.5147,Soybeans,0.38,2016
MS-GW-44259,32.7628,-90.5147,Soybeans,0.29,2018
MS-GW-44259,32.7683,-90.5036,Corn,0.11171134,2014
MS-GW-44259,32.7683,-90.5036,Corn,0.351657216,2015
MS-GW-44259,32.7683,-90.5036,Corn,3.33e-06,2017
MS-GW-44259,32.7683,-90.5036,Soybeans,0.27,2018
MS-GW-44259,32.7683,-90.5036,Soybeans,0.0,2019
MS-GW-44293,32.775,-90.4956,Corn,0.053169355,2014
MS-GW-44293,32.775,-90.4956,Soybeans,0.255129032,2015
MS-GW-44293,32.775,-90.4956,Soybeans,0.24,2016
MS-GW-44293,32.775,-90.4956,Corn,0.05,2017
MS-GW-44293,32.775,-90.4956,Soybeans,0.24,2018
MS-GW-44293,33.5478,-90.4808,Fish Culture,2.086898551,2014
MS-GW-44297,33.5478,-90.4808,Fish Culture,3.434637681,2015
MS-GW-44297,33.5478,-90.4808,Fish Culture,5.36,2017
MS-GW-44297,33.5478,-90.4808,Soybeans,1.004589744,2019
MS-GW-44297,32.7644,-90.4919,Corn,0.062430508,2014
MS-GW-44297,32.7644,-90.4919,Soybeans,0.242064407,2015
MS-GW-44297,32.7644,-90.4919,Corn,0.59,2016
MS-GW-44297,32.7644,-90.4919,Corn,0.0,2017
MS-GW-44299,32.7644,-90.4919,Soybeans,0.3,2018
MS-GW-44299,32.7644,-90.4919,Corn,0.137985455,2019
MS-GW-44307,33.7839,-90.8681,Soybeans,0.3611,2019
MS-GW-44329,33.8056,-90.8447,Soybeans,0.66,2017
MS-GW-44329,33.8056,-90.8447,Soybeans,0.8,2018
MS-GW-44329,33.4842,-91.0236,Soybeans,1.281561795,2014
MS-GW-44329,33.4842,-91.0236,Soybeans,0.087660389,2015
MS-GW-44329,33.4842,-91.0236,Corn,0.08,2016
MS-GW-44329,33.4842,-91.0236,Soybeans,1.76,2017
MS-GW-44351,33.4842,-91.0236,Soybeans,0.17,2018
MS-GW-44351,33.4842,-91.0236,Corn,0.027864909,2019
MS-GW-44351,33.8469,-90.6911,Rice,2.918604879,2014
MS-GW-44352,33.8469,-90.6911,Rice,2.887318092,2015
MS-GW-44352,33.8469,-90.6911,Soybeans,1.18,2016
MS-GW-44352,33.8469,-90.6911,Rice,2.89,2017
MS-GW-44352,33.8469,-90.6911,Rice,1.73,2018
MS-GW-44352,33.8469,-90.6911,Rice,3.289658707,2019
MS-GW-44356,33.1475,-90.7019,Rice,0.2373,2014
MS-GW-44366,33.1475,-90.7019,Rice,0.611785714,2015
MS-GW-44366,33.1475,-90.7019,Soybeans,0.29,2016
MS-GW-44366,33.1475,-90.7019,Soybeans,0.2,2017
MS-GW-44384,33.1475,-90.7019,Rice,0.83,2018
MS-GW-44384,33.1475,-90.7019,Soybeans,0.184485714,2019
MS-GW-44392,33.9589,-90.6275,Soybeans,1.202060606,2015
MS-GW-44392,33.9589,-90.6275,Soybeans,0.86,2016
MS-GW-44392,34.5644,-90.3383,Rice,3.22016001,2015
MS-GW-44392,34.5644,-90.3383,Rice,0.18,2017
MS-GW-44392,34.5644,-90.3383,Rice,0.01,2018
MS-GW-44400,33.5444,-91.0981,Soybeans,2.1886,2015
MS-GW-44400,33.5444,-91.0981,Soybeans,1.78,2016
MS-GW-44400,33.5444,-91.0981,Soybeans,1.96,2017
MS-GW-44400,33.5444,-91.0981,Soybeans,1.1,2018
MS-GW-44400,33.5444,-91.0981,Soybeans,3.2174,2019
MS-GW-44407,34.5964,-90.2292,Soybeans,0.0,2017
MS-GW-44407,34.5964,-90.2292,Soybeans,0.0,2018
MS-GW-44407,34.5964,-90.2292,Rice,0.845335714,2019
MS-GW-44407,34.4603,-90.2639,Soybeans,0.78,2016
MS-GW-44414,34.4603,-90.2639,Soybeans,0.44,2017
MS-GW-44414,34.4603,-90.2639,Soybeans,0.75,2018
MS-GW-44435,34.4603,-90.2639,Soybeans,0.484375,2019
MS-GW-44436,33.1969,-90.9172,Soybeans,0.355934426,2019
MS-GW-44437,33.2672,-90.1558,Soybeans,0.50714375,2014
MS-GW-44437,33.2672,-90.1558,Corn,0.88,2016
MS-GW-44468,33.2672,-90.1558,Cotton,0.63,2017
MS-GW-44468,33.7686,-90.8369,Soybeans,0.319125,2019
MS-GW-44500,33.2147,-90.4847,Corn,0.476273946,2015
MS-GW-44500,33.2147,-90.4847,Cotton,0.62,2016
MS-GW-44500,33.2147,-90.4847,Cotton,0.54,2017
MS-GW-44500,33.2147,-90.4847,Corn,0.95,2018
MS-GW-44519,33.2147,-90.4847,Corn,0.708164835,2019
MS-GW-44519,33.2092,-90.65,Fish Culture,3.81,2016
MS-GW-44519,33.2092,-90.65,Fish Culture,1.12,2017
MS-GW-44519,33.2092,-90.65,Fish Culture,2.04,2018
MS-GW-44545,33.2092,-90.65,Fish Culture,0.92237931,2019
MS-GW-44545,33.9236,-90.745,Soybeans,0.973728571,2015
MS-GW-44545,33.9236,-90.745,Corn,1.1,2016
MS-GW-44545,33.9236,-90.745,Soybeans,0.53,2017
MS-GW-44545,33.9236,-90.745,Soybeans,0.66,2018
MS-GW-44562,33.9236,-90.745,Corn,0.425071429,2019
MS-GW-44562,32.92,-90.8797,Corn,1.370719298,2015
MS-GW-44562,32.92,-90.8797,Soybeans,0.57,2016
MS-GW-44562,34.7481,-90.3678,Rice,1.89,2016
MS-GW-44562,34.7481,-90.3678,Rice,0.48,2017
MS-GW-44567,34.7578,-90.3581,Rice,1.79,2016
MS-GW-44567,34.7578,-90.3581,Rice,0.5,2017
MS-GW-44567,34.7581,-90.3628,Rice,3.46,2016
MS-GW-44568,34.7581,-90.3628,Rice,0.94,2017
MS-GW-44568,32.9114,-90.9039,Soybeans,0.89,2018
MS-GW-44568,33.9722,-90.8219,Cotton,0.0,2017
MS-GW-44568,33.0025,-91.0283,Soybeans,0.52,2017
MS-GW-44568,33.0025,-91.0283,Corn,0.66,2018
MS-GW-44584,33.0025,-91.0283,Cotton,0.0,2019
MS-GW-44584,33.9219,-90.1847,Soybeans,0.0,2016
MS-GW-44588,33.9219,-90.1847,Soybeans,1.72,2017
MS-GW-44588,33.9219,-90.1847,Soybeans,2.85,2018
MS-GW-44588,33.9219,-90.1847,Soybeans,0.907615789,2019
MS-GW-44588,33.3422,-90.8086,Soybeans,0.141574932,2014
MS-GW-44590,33.3422,-90.8086,Soybeans,0.797438506,2015
MS-GW-44590,33.3422,-90.8086,Soybeans,0.49,2017
MS-GW-44590,33.3422,-90.8086,Soybeans,0.22,2018
MS-GW-44590,33.3422,-90.8086,Soybeans,0.243421773,2019
MS-GW-44601,33.0433,-90.9439,Soybeans,0.88058,2015
MS-GW-44601,33.0433,-90.9439,Corn,0.35,2016
MS-GW-44601,33.0433,-90.9439,Soybeans,0.34,2017
MS-GW-44601,33.0433,-90.9439,Soybeans,0.77,2018
MS-GW-44604,33.0433,-90.9439,Soybeans,0.136427273,2019
MS-GW-44604,33.3297,-90.5292,Soybeans,0.738867403,2014
MS-GW-44610,33.3297,-90.5292,Soybeans,0.61,2016
MS-GW-44610,33.3297,-90.5292,Corn,0.35,2017
MS-GW-44610,33.2692,-90.8428,Soybeans,0.78081,2015
MS-GW-44610,33.2692,-90.8428,Soybeans,0.71,2016
MS-GW-44610,33.2692,-90.8428,Soybeans,0.68,2017
MS-GW-44610,33.2692,-90.8428,Soybeans,0.61,2018
MS-GW-44619,33.2692,-90.8428,Soybeans,0.364018182,2019
MS-GW-44620,33.1061,-90.8011,Soybeans,0.958669173,2015
MS-GW-44620,33.1061,-90.8011,Soybeans,0.9,2016
MS-GW-44620,33.1061,-90.8011,Soybeans,0.41,2017
MS-GW-44620,33.5939,-90.8897,Rice,0.75,2016
MS-GW-44640,33.5939,-90.8897,Soybeans,0.68,2017
MS-GW-44640,33.5939,-90.8897,Soybeans,0.74,2018
MS-GW-44640,33.5939,-90.8897,Rice,1.562941069,2019
MS-GW-44640,33.9344,-90.0872,Soybeans,1.67,2016
MS-GW-44640,33.9344,-90.0872,Cotton,0.23,2017
MS-GW-44661,33.9344,-90.0872,Soybeans,0.72,2018
MS-GW-44661,33.9344,-90.0872,Cotton,0.0,2019
MS-GW-44663,34.165,-90.1994,Corn,0.7358,2015
MS-GW-44670,34.165,-90.1994,Soybeans,0.83,2018
MS-GW-44670,34.165,-90.1994,Soybeans,0.281942857,2019
MS-GW-44691,33.6044,-90.4697,Soybeans,0.8027375,2014
MS-GW-44691,33.6044,-90.4697,Soybeans,0.71,2017
MS-GW-44693,33.6044,-90.4697,Soybeans,0.63866875,2019
MS-GW-44693,33.7336,-90.3806,Soybeans,1.301825,2015
MS-GW-44693,33.7336,-90.3806,Corn,0.95,2016
MS-GW-44693,33.7336,-90.3806,Soybeans,0.76,2017
MS-GW-44706,33.7336,-90.3806,Soybeans,1.09,2018
MS-GW-44706,33.7336,-90.3806,Corn,0.436886179,2019
MS-GW-44709,33.335,-90.9631,Soybeans,0.346068966,2014
MS-GW-44709,33.335,-90.9631,Soybeans,0.0,2017
MS-GW-44709,33.3542,-90.8339,Corn,0.6934375,2015
MS-GW-44709,33.3542,-90.8339,Soybeans,0.73,2016
MS-GW-44709,33.3542,-90.8339,Corn,0.2,2017
MS-GW-44710,33.3542,-90.8339,Soybeans,0.94,2018
MS-GW-44710,33.6375,-90.5336,Soybeans,1.085991678,2015
MS-GW-44710,33.6375,-90.5336,Soybeans,0.7,2016
MS-GW-44710,33.6375,-90.5336,Soybeans,1.03,2017
MS-GW-44716,33.6375,-90.5336,Soybeans,0.73,2018
MS-GW-44716,33.6375,-90.5336,Soybeans,0.000511157,2019
MS-GW-44716,33.882306,-90.524722,Soybeans,0.0,2019
MS-GW-44716,34.5803,-90.2517,Soybeans,0.514,2014
MS-GW-44716,34.5803,-90.2517,Soybeans,0.302277778,2015
MS-GW-44722,34.1069,-90.5153,Cotton,0.46,2017
MS-GW-44722,34.1069,-90.5153,Corn,1.53,2018
MS-GW-44722,33.4731,-90.6514,Soybeans,0.85,2016
MS-GW-44722,33.4731,-90.6514,Soybeans,0.001346684,2018
MS-GW-44722,33.2828,-90.8975,Corn,0.553442405,2014
MS-GW-44722,33.2828,-90.8975,Rice,2.931953837,2015
MS-GW-44723,33.2828,-90.8975,Soybeans,0.55,2016
MS-GW-44723,33.2828,-90.8975,Soybeans,0.46,2017
MS-GW-44723,33.6458,-90.3492,Soybeans,1.078512397,2014
MS-GW-44723,33.6458,-90.3492,Corn,0.934132231,2015
MS-GW-44732,33.6458,-90.3492,Cotton,0.78,2016
MS-GW-44732,32.9186,-90.8792,Corn,0.67,2016
MS-GW-44732,32.9186,-90.8792,Soybeans,0.54,2017
MS-GW-44732,32.9186,-90.8792,Soybeans,1.06,2018
MS-GW-44732,32.9186,-90.8792,Corn,0.162309091,2019
MS-GW-44732,32.9161,-90.8875,Corn,0.73,2016
MS-GW-44733,32.9161,-90.8875,Soybeans,0.99,2018
MS-GW-44733,32.9161,-90.8875,Corn,0.124824561,2019
MS-GW-44733,33.6636,-91.0169,Soybeans,0.629986628,2014
MS-GW-44733,33.6636,-91.0169,Soybeans,0.994394919,2015
MS-GW-44733,33.6636,-91.0169,Soybeans,0.48,2016
MS-GW-44733,33.6636,-91.0169,Soybeans,0.92,2017
MS-GW-44736,33.6636,-91.0169,Soybeans,0.55,2018
MS-GW-44736,33.6636,-91.0169,Corn,0.334085106,2019
MS-GW-44736,33.6269,-90.8569,Soybeans,0.939764286,2014
MS-GW-44736,33.6269,-90.8569,Soybeans,1.887192857,2015
MS-GW-44747,33.6269,-90.8569,Soybeans,1.06,2016
MS-GW-44747,33.6269,-90.8569,Corn,1.32,2017
MS-GW-44747,33.6269,-90.8569,Soybeans,1.33,2018
MS-GW-44747,33.6269,-90.8569,Soybeans,0.591026087,2019
MS-GW-44748,33.6389,-90.7069,Rice,3.527644231,2015
MS-GW-44748,33.6389,-90.7069,Soybeans,0.48,2016
MS-GW-44748,33.6389,-90.7069,Soybeans,0.26,2017
MS-GW-44748,33.6389,-90.7069,Rice,2.22,2018
MS-GW-44761,33.0853,-90.7939,Soybeans,0.315166667,2014
MS-GW-44761,33.0853,-90.7939,Soybeans,0.927315789,2015
MS-GW-44761,33.0853,-90.7939,Soybeans,0.27,2016
MS-GW-44761,33.0853,-90.7939,Soybeans,0.55,2017
MS-GW-44781,33.0853,-90.7939,Soybeans,0.69,2018
MS-GW-44781,33.0853,-90.7939,Corn,0.31785,2019
MS-GW-44786,33.0906,-90.7917,Soybeans,0.342007857,2014
MS-GW-44786,33.0906,-90.7917,Soybeans,1.017740453,2015
MS-GW-44795,33.0906,-90.7917,Soybeans,0.31,2016
MS-GW-44795,33.0906,-90.7917,Soybeans,0.46,2017
MS-GW-44795,33.0906,-90.7917,Soybeans,0.84,2018
MS-GW-44798,33.0906,-90.7917,Corn,0.294842958,2019
MS-GW-44798,32.9525,-90.8256,Corn,0.55,2016
MS-GW-44798,32.9525,-90.8256,Cotton,0.0,2017
MS-GW-44798,32.9525,-90.8256,Corn,0.12,2018
MS-GW-44804,32.9525,-90.8256,Cotton,0.0,2019
MS-GW-44804,33.2917,-90.7064,Corn,0.349652174,2015
MS-GW-44804,33.2917,-90.7064,Soybeans,0.32,2016
MS-GW-44811,33.2917,-90.7064,Corn,0.2,2017
MS-GW-44811,33.2917,-90.7064,Soybeans,0.75,2018
MS-GW-44832,33.2847,-90.7161,Corn,1.186256098,2015
MS-GW-44842,33.2847,-90.7161,Soybeans,0.66,2017
MS-GW-44842,33.2847,-90.7161,Soybeans,1.26,2018
MS-GW-44842,32.9631,-90.4844,Soybeans,0.03,2017
MS-GW-44842,32.9631,-90.4844,Soybeans,0.29,2018
MS-GW-44842,32.9631,-90.4844,Soybeans,0.393205781,2019
MS-GW-44843,34.2989,-90.5506,Corn,0.91,2018
MS-GW-44843,34.2989,-90.5506,Cotton,0.0,2019
MS-GW-44843,33.55,-90.1975,Soybeans,0.54589032,2015
MS-GW-44843,33.8831,-90.9344,Soybeans,0.341161613,2015
MS-GW-44843,33.8831,-90.9344,Soybeans,0.22,2018
MS-GW-44844,33.8831,-90.9344,Corn,0.476321369,2019
MS-GW-44844,33.9078,-90.9344,Soybeans,0.38,2016
MS-GW-44844,33.9078,-90.9344,Corn,0.23,2017
MS-GW-44844,33.9078,-90.9344,Soybeans,0.23,2018
MS-GW-44844,33.9078,-90.9344,Soybeans,0.278880645,2019
MS-GW-44844,32.8606,-90.8553,Soybeans,0.55022549,2015
MS-GW-44848,32.8606,-90.8553,Soybeans,0.57,2016
MS-GW-44848,32.8606,-90.8553,Soybeans,0.31,2017
MS-GW-44848,32.8606,-90.8553,Soybeans,1.01,2018
MS-GW-44866,32.9353,-90.8397,Soybeans,0.9,2018
MS-GW-44875,32.9353,-90.8397,Corn,0.418655556,2019
MS-GW-44875,33.6464,-90.9497,Soybeans,0.29,2017
MS-GW-44875,33.0242,-91.08,Corn,0.359162963,2014
MS-GW-44876,33.0242,-91.08,Corn,1.298881482,2015
MS-GW-44876,33.0242,-91.08,Corn,0.61,2016
MS-GW-44876,33.0242,-91.08,Soybeans,0.57,2017
MS-GW-44876,33.0242,-91.08,Corn,0.88,2018
MS-GW-44876,33.0242,-91.08,Soybeans,0.97325,2019
MS-GW-44897,33.0211,-91.0972,Soybeans,1.121137126,2014
MS-GW-44897,33.0211,-91.0972,Corn,0.522768387,2015
MS-GW-44897,33.0211,-91.0972,Soybeans,0.74,2016
MS-GW-44897,33.0211,-91.0972,Corn,0.13,2017
MS-GW-44897,33.0211,-91.0972,Soybeans,1.27,2018
MS-GW-44898,33.0211,-91.0972,Corn,0.674287806,2019
MS-GW-44898,33.0972,-91.0747,Soybeans,0.467343137,2014
MS-GW-44898,33.0972,-91.0747,Corn,0.428656863,2015
MS-GW-44898,33.0972,-91.0747,Soybeans,0.67,2016
MS-GW-44898,33.0972,-91.0747,Corn,0.26,2017
MS-GW-44899,33.0972,-91.0747,Soybeans,0.9,2018
MS-GW-44899,33.0972,-91.0747,Corn,0.264225,2019
MS-GW-44899,33.1322,-90.1944,Cotton,1.57,2016
MS-GW-44899,33.1322,-90.1944,Cotton,1.25,2018
MS-GW-44899,33.1322,-90.1944,Corn,6.659924051,2019
MS-GW-44900,33.1347,-90.3661,Cotton,0.529553333,2019
MS-GW-44900,33.7069,-90.2436,Cotton,0.39,2017
MS-GW-44900,33.7069,-90.2436,Soybeans,1.22,2018
MS-GW-44900,33.7069,-90.2436,Corn,0.433369369,2019
MS-GW-44900,33.6636,-90.2325,Soybeans,0.694821429,2015
MS-GW-44901,33.6636,-90.2325,Cotton,0.28,2016
MS-GW-44901,33.6636,-90.2325,Corn,0.65,2017
MS-GW-44901,33.6636,-90.2325,Cotton,0.36,2018
MS-GW-44901,33.6636,-90.2325,Corn,0.348724409,2019
MS-GW-44921,33.6889,-90.6542,Soybeans,1.235191129,2015
MS-GW-44921,33.6889,-90.6542,Corn,0.84,2016
MS-GW-44921,33.6889,-90.6542,Cotton,0.57,2017
MS-GW-44926,33.6889,-90.6542,Cotton,0.93,2018
MS-GW-44926,33.6889,-90.6542,Cotton,0.370294118,2019
MS-GW-44926,33.3825,-90.7767,Soybeans,1.331578947,2015
MS-GW-44956,33.3825,-90.7767,Corn,0.98,2016
MS-GW-44956,33.3825,-90.7767,Soybeans,0.7,2017
MS-GW-44956,33.3825,-90.7767,Soybeans,0.74,2018
MS-GW-44956,33.3825,-90.7767,Soybeans,0.700426471,2019
MS-GW-44957,33.3853,-90.7683,Soybeans,1.377565437,2015
MS-GW-44957,33.3853,-90.7683,Corn,1.04,2016
MS-GW-44957,33.3853,-90.7683,Soybeans,0.73,2017
MS-GW-44957,33.3853,-90.7683,Soybeans,0.76,2018
MS-GW-44982,33.3853,-90.7683,Soybeans,0.596706294,2019
MS-GW-44982,33.3761,-90.7769,Soybeans,1.402725109,2015
MS-GW-44982,33.3761,-90.7769,Corn,1.0,2016
MS-GW-44982,33.3761,-90.7769,Soybeans,0.76,2017
MS-GW-44982,33.3761,-90.7769,Soybeans,0.81,2018
MS-GW-44984,33.3761,-90.7769,Soybeans,0.737,2019
MS-GW-44984,33.3789,-90.7686,Corn,1.36,2016
MS-GW-44984,33.3789,-90.7686,Soybeans,0.96,2017
MS-GW-44991,33.3789,-90.7686,Soybeans,0.77,2018
MS-GW-44991,33.3789,-90.7686,Soybeans,0.723910448,2019
MS-GW-44991,33.5181,-91.1283,Soybeans,0.73,2016
MS-GW-44991,33.5181,-91.1283,Soybeans,0.75,2017
MS-GW-44991,33.5181,-91.1283,Soybeans,0.63,2018
MS-GW-44995,33.6061,-90.9986,Soybeans,0.4154625,2014
MS-GW-44995,33.6061,-90.9986,Soybeans,1.12831,2015
MS-GW-45011,33.6061,-90.9986,Soybeans,0.51,2016
MS-GW-45011,34.5975,-90.3769,Soybeans,0.957777778,2015
MS-GW-45011,34.5975,-90.3769,Corn,0.63,2016
MS-GW-45011,34.5975,-90.3769,Corn,0.53,2017
MS-GW-45011,34.5975,-90.3769,Soybeans,0.94,2018
MS-GW-45012,34.6081,-90.3772,Soybeans,0.78,2016
MS-GW-45012,34.6081,-90.3772,Corn,0.58,2017
MS-GW-45012,34.6081,-90.3772,Soybeans,0.72,2018
MS-GW-45023,32.8878,-90.5267,Corn,0.211452174,2014
MS-GW-45023,32.8878,-90.5267,Soybeans,0.937308333,2015
MS-GW-45023,32.8878,-90.5267,Corn,0.1,2017
MS-GW-45023,32.8878,-90.5267,Soybeans,0.69,2018
MS-GW-45029,32.8878,-90.5267,Soybeans,0.631686957,2019
MS-GW-45032,33.2453,-90.6583,Soybeans,1.36,2017
MS-GW-45032,33.2453,-90.6583,Rice,2.79,2018
MS-GW-45033,33.2453,-90.6583,Soybeans,2.42795,2019
MS-GW-45033,33.3792,-90.5358,Corn,0.603386561,2015
MS-GW-45036,33.3792,-90.5358,Corn,0.38,2016
MS-GW-45036,33.3792,-90.5358,Soybeans,0.17,2017
MS-GW-45036,33.3792,-90.5358,Corn,0.16,2018
MS-GW-45036,33.3792,-90.5358,Soybeans,0.176691949,2019
MS-GW-45036,33.7378,-90.4744,Rice,1.02,2016
MS-GW-45036,33.7378,-90.4744,Soybeans,0.33,2017
MS-GW-45038,33.05,-90.9003,Soybeans,0.144136223,2014
MS-GW-45038,33.05,-90.9003,Soybeans,0.34,2016
MS-GW-45038,33.05,-90.9003,Soybeans,0.24,2018
MS-GW-45038,33.05,-90.9003,Soybeans,1.86e-05,2019
MS-GW-45056,34.2439,-90.1575,Corn,0.42,2016
MS-GW-45056,34.2439,-90.1575,Cotton,0.11,2017
MS-GW-45064,34.2439,-90.1575,Cotton,0.21,2018
MS-GW-45064,34.2439,-90.1575,Cotton,0.053870704,2019
MS-GW-45064,33.0189,-90.8656,Soybeans,0.781291667,2015
MS-GW-45064,33.0189,-90.8656,Corn,0.71,2018
MS-GW-45072,33.0189,-90.8656,Corn,0.465942857,2019
MS-GW-45073,33.6636,-90.0839,Cotton,0.583920251,2015
MS-GW-45074,33.4531,-90.1333,Soybeans,0.619228571,2014
MS-GW-45074,33.4531,-90.1333,Corn,1.030285714,2015
MS-GW-45074,33.4531,-90.1333,Corn,0.39,2017
MS-GW-45074,33.3878,-90.2008,Soybeans,1.773820654,2015
MS-GW-45075,33.3878,-90.2008,Soybeans,0.44,2017
MS-GW-45075,33.3917,-90.2833,Corn,0.497087302,2014
MS-GW-45075,33.3917,-90.2833,Corn,0.776373016,2015
MS-GW-45075,33.3917,-90.2833,Corn,1.04,2016
MS-GW-45075,33.3917,-90.2833,Soybeans,0.53,2017
MS-GW-45086,33.3917,-90.2833,Corn,0.78,2018
MS-GW-45086,33.3917,-90.2833,Soybeans,0.680976378,2019
MS-GW-45087,34.2261,-90.5417,Cotton,0.151029974,2014
MS-GW-45087,34.2261,-90.5417,Cotton,0.634276789,2015
MS-GW-45087,34.2261,-90.5417,Cotton,0.32,2016
MS-GW-45087,34.2261,-90.5417,Cotton,0.3,2017
MS-GW-45092,34.2261,-90.5417,Corn,0.28,2018
MS-GW-45092,33.2886,-90.8475,Soybeans,0.323758333,2015
MS-GW-45092,33.2886,-90.8475,Soybeans,0.72,2017
MS-GW-45117,33.6964,-90.3233,Cotton,0.28,2016
MS-GW-45117,33.6964,-90.3233,Corn,0.16,2017
MS-GW-45117,33.6964,-90.3233,Cotton,0.21,2018
MS-GW-45117,33.6964,-90.3233,Corn,0.641414063,2019
MS-GW-45126,33.5825,-90.6283,Soybeans,0.24,2016
MS-GW-45126,34.8019,-90.4142,Cotton,0.41,2017
MS-GW-45127,34.8019,-90.4142,Cotton,0.0,2019
MS-GW-45127,33.0519,-90.8158,Corn,0.430658537,2015
MS-GW-45128,33.0519,-90.8158,Corn,0.54,2016
MS-GW-45129,33.0519,-90.8158,Soybeans,0.44,2017
MS-GW-45129,33.0519,-90.8158,Soybeans,0.64,2018
MS-GW-45129,33.0539,-90.8111,Soybeans,0.7975,2015
MS-GW-45143,33.0539,-90.8111,Corn,0.96,2016
MS-GW-45143,33.0539,-90.8111,Soybeans,0.49,2017
MS-GW-45143,33.0539,-90.8111,Corn,0.94,2018
MS-GW-45143,33.0539,-90.8111,Corn,0.647466667,2019
MS-GW-45144,33.3392,-90.9631,Soybeans,0.51,2018
